attendance,day_night,temp,wind_speed,duration,away_errors,away_hits,home_errors,home_hits,total_runs,home_win
16600,0,88,9,2.85,0,8,1,7,3,0
16592,0,76,0,2.867,1,4,0,13,6,1
16529,0,72,0,2.633,0,10,0,5,7,0
16505,0,72,0,2.933,0,9,1,12,10,1
16503,0,86,7,2.833,0,6,1,2,3,0
16497,0,58,13,2.933,0,18,1,0,16,0
16468,0,83,0,2.9,0,6,0,7,3,1
16378,0,82,5,2.7,0,7,0,3,5,0
16370,0,61,5,2.667,0,7,2,9,5,0
16323,0,75,0,3.183,1,9,0,8,11,1
16314,0,80,9,4.567,0,14,3,16,19,1
16238,1,62,7,3.167,2,16,2,11,17,0
16190,0,79,7,3.2,1,7,0,6,8,0
16169,0,74,0,3,1,10,0,7,7,0
16161,0,85,6,3.2,1,9,0,8,8,0
16161,1,72,0,2.533,0,8,0,6,7,1
16112,0,73,0,2.717,1,6,0,10,7,1
16112,0,88,8,2.95,2,9,0,15,8,1
16100,0,82,9,2.733,1,7,1,4,11,0
16097,0,86,8,3.55,1,7,1,14,13,1
16096,0,78,4,3.333,1,10,0,12,13,1
16087,0,76,2,3.9,1,10,2,7,8,0
16083,0,84,4,2.567,0,7,1,7,8,1
16083,0,60,8,2.717,2,7,0,5,5,1
16056,0,89,10,2.967,0,9,1,4,4,0
16013,0,74,2,2.767,1,6,0,11,10,1
15998,0,52,9,3.267,0,10,1,7,7,0
15983,1,81,3,2.817,1,8,1,4,6,0
15835,0,82,14,3.55,0,14,0,13,16,0
15824,0,80,4,2.5,0,5,2,5,4,0
15808,0,72,10,2.8,1,10,0,6,7,0
15789,0,78,0,3.3,0,12,0,16,17,1
15723,0,89,3,2.483,0,5,0,1,4,0
15710,0,61,10,2.75,1,8,0,4,10,0
15690,1,76,3,4.033,1,21,0,14,27,0
15643,0,75,9,3.233,0,10,1,8,11,0
15630,0,85,8,2.733,0,10,0,7,8,0
15629,0,80,4,2.6,2,3,0,10,6,1
15603,0,72,0,3.15,2,7,1,10,10,1
15588,0,83,8,2.617,0,6,1,9,9,1
15556,1,74,0,3.183,1,12,0,9,13,0
15538,0,89,14,3.25,0,14,2,8,11,0
15532,0,89,4,2.583,0,7,0,4,6,0
15514,0,75,6,3.3,1,5,2,9,8,1
15486,0,45,17,2.683,1,5,0,7,5,1
15434,0,65,1,2.5,0,7,1,8,11,1
15428,1,50,17,3.133,0,11,0,7,9,0
15404,0,65,5,3.367,0,9,0,9,7,1
15376,0,79,0,4.767,0,14,0,18,19,1
15365,0,51,12,3.617,2,14,1,14,11,0
15337,0,67,3,2.683,0,3,0,7,5,1
15275,1,87,15,3.233,0,9,0,9,17,1
15273,0,61,11,3.633,0,18,0,9,15,0
15253,0,78,5,2.667,0,6,1,5,7,1
15250,0,69,15,3.517,1,7,0,10,1,1
15247,0,74,6,2.9,0,13,1,5,17,0
15230,0,66,3,3.083,1,4,0,9,7,1
15185,0,83,3,3.133,1,4,0,5,3,0
15155,0,91,13,2.9,0,7,0,8,2,1
15143,0,65,15,3.683,1,10,1,11,7,1
15116,0,72,0,2.967,1,7,0,8,8,0
15110,1,58,2,3.283,1,15,0,7,12,0
15109,0,72,0,2.933,1,11,0,6,8,0
15107,0,80,8,3.633,0,8,1,7,9,1
15075,1,55,1,3.333,3,6,1,8,6,1
15025,0,65,15,2.883,0,4,0,5,5,1
15018,0,79,6,3.2,0,19,0,7,17,0
14953,0,82,10,5.3,2,11,3,19,17,1
14948,0,72,0,2.867,1,3,1,9,7,1
14936,0,57,11,2.95,0,13,0,10,8,0
14918,0,65,4,3.267,0,13,1,12,12,1
14896,0,72,0,3.317,2,16,1,14,18,0
14890,0,63,15,3.133,3,4,0,9,6,1
14885,0,85,6,3.083,0,10,0,8,8,0
14878,0,83,4,2.617,1,5,1,7,5,1
14832,0,56,3,2.667,0,10,0,4,5,1
14810,0,67,13,3.533,1,10,1,13,8,1
14798,0,68,14,2.95,1,11,1,14,19,1
14792,0,65,16,3.25,0,11,0,8,8,0
14706,0,75,12,2.967,0,13,1,3,7,0
14697,0,72,0,2.6,0,4,2,4,5,0
14694,0,79,3,3.067,0,6,1,6,9,0
14671,0,78,0,2.533,0,6,1,7,3,1
14615,0,62,1,3.733,2,15,1,12,17,0
14604,0,72,0,3.117,1,11,0,5,9,0
14576,1,72,0,3.017,0,8,1,5,6,0
14568,0,48,5,3.167,1,10,0,15,12,1
14532,1,72,0,3.2,0,8,1,7,6,1
14514,0,79,3,2.6,0,11,4,11,11,0
14490,0,78,12,2.55,0,9,1,6,5,0
14477,0,54,3,2.683,1,12,1,2,10,0
14463,1,57,9,2.95,2,9,0,8,9,1
14440,0,76,6,2.567,0,9,0,8,9,1
14412,0,66,13,2.767,0,10,0,5,10,0
14383,0,45,9,2.767,0,11,0,3,7,0
14371,0,81,6,3.5,0,13,2,13,17,0
14368,0,76,4,3.017,1,6,1,6,7,0
14353,0,72,0,3.1,0,6,0,13,12,1
14323,1,72,10,2.517,0,4,0,12,9,1
14309,0,58,5,3.083,0,10,0,3,4,0
14257,1,72,0,2.783,0,6,0,10,8,1
14236,1,69,8,2.583,0,9,1,2,6,0
14190,1,76,9,3.2,0,4,1,9,3,1
14173,0,59,1,3.383,0,9,1,10,11,0
14160,0,80,2,2.95,3,5,0,10,9,1
14116,0,72,0,3.183,0,13,1,8,15,0
14110,0,79,0,2.867,0,12,0,10,12,1
14108,0,82,7,2.667,2,8,2,8,9,1
14073,0,67,10,2.317,0,4,0,12,9,1
13976,0,72,0,2.617,1,9,0,1,3,0
13973,0,80,6,3.117,1,6,1,8,5,1
13936,1,87,8,3.483,0,13,1,13,9,0
13888,0,75,12,3.333,0,7,0,13,7,1
13884,1,72,0,3.3,0,10,0,8,8,0
13857,0,77,14,3.133,1,7,0,11,4,1
13829,0,63,7,3.283,0,14,0,8,15,0
13821,0,59,0,3.033,1,3,1,13,12,1
13811,0,89,14,2.433,0,5,2,11,11,1
13760,0,85,7,2.333,2,4,0,10,6,1
13679,0,72,0,2.717,0,7,0,9,7,0
13665,0,65,13,3.067,0,9,1,11,8,1
13623,0,75,4,2.75,1,6,1,5,3,1
13610,1,61,10,2.867,0,12,1,7,5,0
13587,0,57,11,2.733,0,9,0,9,8,1
13586,1,66,14,2.883,0,13,1,5,6,0
13576,0,72,0,3.217,0,9,1,5,8,0
13573,0,64,11,2.417,0,3,0,6,3,1
13554,0,72,0,3.367,0,13,2,9,7,0
13537,0,72,0,3.1,0,14,2,4,12,0
13492,0,58,13,2.683,1,10,0,7,9,0
13481,0,61,14,2.4,0,7,0,4,1,1
13481,0,52,16,3.9,0,11,2,11,11,0
13468,0,57,2,3,0,14,0,7,10,0
13453,0,63,17,3.1,1,9,3,17,19,1
13376,0,51,0,2.583,1,12,0,4,8,0
13371,0,63,11,3.083,0,9,0,10,5,0
13359,0,85,10,3.133,1,8,1,5,8,0
13355,0,72,0,2.617,0,8,1,7,2,1
13240,0,78,8,2.867,1,5,0,9,7,1
13236,1,45,20,2.65,0,7,1,9,6,0
13226,0,72,0,3.35,1,8,0,10,13,1
13198,0,90,9,3.367,1,9,0,10,17,0
13176,0,75,4,2.967,0,3,2,5,4,0
13141,0,60,13,2.717,1,4,0,13,10,1
13126,1,72,0,3.183,0,8,0,6,6,0
13120,1,72,0,2.7,1,9,0,4,5,1
13101,0,62,21,3.133,0,13,1,11,16,0
13095,0,57,6,3.317,0,5,0,17,14,1
13088,0,57,8,2.783,1,10,0,9,14,1
13078,1,90,6,3.3,1,10,0,13,11,1
13075,0,72,0,3.317,0,11,0,8,7,1
13062,0,80,7,3.733,1,11,2,7,8,0
12996,0,72,0,2.617,0,5,0,5,2,1
12982,0,79,7,3,1,6,0,12,9,1
12979,1,72,7,2.917,0,8,0,9,11,1
12976,0,57,13,2.167,0,3,0,5,1,1
12926,0,78,10,2.583,2,4,0,10,10,1
12869,0,84,9,4.85,0,11,0,9,5,0
12795,1,62,8,2.617,1,9,0,10,6,1
12785,1,66,11,2.983,1,4,1,5,3,1
12777,0,80,10,2.683,1,7,0,4,6,0
12767,0,72,9,3.233,1,12,0,12,11,1
12757,0,72,0,3.117,0,9,1,7,5,1
12732,0,72,0,2.817,1,10,0,5,8,0
12718,0,76,12,2.75,0,15,2,12,13,1
12649,1,72,0,3.483,0,12,2,8,9,0
12625,0,72,0,3.067,2,9,0,9,5,0
12622,0,48,7,3.183,0,5,0,9,6,1
12602,0,72,0,2.867,2,6,0,8,11,1
12588,0,79,13,3.5,2,8,2,16,15,1
12584,0,63,9,2.633,0,13,0,6,10,0
12582,0,81,5,2.983,1,13,0,5,7,0
12577,1,69,10,3.1,1,10,2,4,7,0
12298,0,66,14,2.233,0,5,1,4,5,1
12256,1,72,0,2.583,0,9,1,2,10,0
12239,0,72,0,4.633,2,8,0,8,5,1
12207,0,72,0,3.133,1,14,1,8,13,0
12192,0,72,0,3.1,0,17,0,8,16,0
12184,0,64,16,3.217,2,12,1,19,21,1
12161,0,72,0,2.95,0,10,1,7,8,0
12139,0,61,9,3.017,0,8,0,3,3,0
12103,0,61,6,2.617,0,5,0,9,5,1
12093,0,50,14,2.767,0,3,0,9,5,1
12063,0,87,1,3.1,0,12,0,12,11,1
12059,1,72,0,2.533,0,7,0,7,3,1
11937,0,78,7,3.167,0,10,1,9,9,1
11896,0,72,0,3.683,1,9,0,12,7,1
11866,1,79,4,3.183,1,2,0,10,5,1
11850,0,72,0,2.717,0,3,0,4,4,0
11811,0,75,16,2.75,0,8,0,12,12,1
11525,1,64,3,3.933,1,15,0,8,17,0
11455,0,72,0,3.2,1,10,0,10,15,1
11418,1,70,8,2.8,0,6,0,5,5,0
11399,1,72,0,2.85,0,15,1,7,10,0
11345,1,69,10,2.55,0,6,0,11,6,1
11331,1,72,0,3.5,0,13,3,12,10,0
11327,0,78,13,3.317,1,9,0,8,1,1
11267,0,72,0,3.3,0,9,3,9,9,0
11249,0,72,0,3.15,0,5,1,6,3,0
11216,1,63,11,3.05,1,11,0,3,6,0
11197,1,62,13,3.217,1,9,0,7,11,0
11168,1,72,0,2.75,1,2,0,9,5,1
11149,0,72,0,2.983,3,2,0,14,12,1
11142,0,51,5,2.533,0,9,1,8,6,1
11131,0,73,4,2.9,3,12,1,11,9,1
11023,0,84,4,3.05,1,7,0,7,7,0
11022,0,52,5,3.2,0,12,0,10,10,1
10988,0,72,0,2.733,0,9,0,7,4,1
10856,0,75,0,2.617,0,14,0,3,10,0
10793,0,72,0,3.3,0,7,1,16,16,1
10784,1,43,17,3.067,1,9,1,12,16,1
10729,0,72,0,3.417,1,11,0,14,17,0
10715,1,72,0,3.333,0,13,2,5,6,0
10651,0,66,17,3.1,0,10,2,11,11,1
10637,0,74,0,2.6,0,5,0,10,4,1
10537,1,72,0,3.417,0,10,1,13,13,1
10535,0,67,17,2.75,0,12,1,6,7,0
10524,0,72,13,3.5,0,8,0,10,9,1
10478,0,70,8,3.467,0,11,0,10,9,0
10428,0,73,11,2.85,0,11,0,8,10,0
10417,0,72,0,2.833,0,3,0,8,10,1
10407,0,61,14,2.483,0,7,0,7,5,1
10350,0,54,10,2.9,1,5,1,16,13,1
10298,0,60,7,3.483,1,10,0,9,13,1
10283,0,72,0,2.567,0,5,0,5,6,1
10251,1,72,0,2.533,0,5,0,6,2,1
10117,0,72,0,2.533,0,5,2,5,5,0
10115,0,63,20,3.133,2,10,0,7,12,0
10114,0,58,15,2.483,1,7,0,4,1,0
10072,0,73,13,2.683,0,7,0,3,6,0
10068,0,65,12,2.467,1,4,0,4,4,1
9890,0,54,13,2.8,1,3,1,4,3,0
9393,0,52,13,2.933,0,6,0,10,5,1
8766,0,54,11,2.317,0,5,0,5,4,1
